%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82537.821,300.441,354.614,346.147,-203.531,215.283,5
82533.789,300.445,354.693,345.987,-203.564,215.272,5
82537.821,300.443,354.535,345.987,-203.531,215.293,5
82537.821,300.443,354.693,345.827,-203.531,215.293,5
82537.821,300.445,354.772,345.827,-203.531,215.272,5
82537.821,300.445,354.614,345.667,-203.564,215.293,5
82537.821,300.445,354.693,345.827,-203.547,215.272,5
82541.852,300.446,354.535,345.827,-203.547,215.262,5
82541.852,300.445,354.535,345.827,-203.531,215.252,5
82533.789,300.445,354.535,345.346,-203.531,215.242,5
82537.821,300.448,354.377,345.827,-203.531,215.262,5
82545.883,300.448,354.535,345.667,-203.531,215.272,5
82533.789,300.446,354.535,345.506,-203.531,215.283,5
82545.883,300.446,354.456,345.346,-203.531,215.272,5
82533.789,300.448,354.456,345.346,-203.547,215.293,5
82533.789,300.453,354.298,345.026,-203.515,215.272,5
82537.821,300.448,354.219,344.866,-203.531,215.272,5
82533.789,300.448,354.298,344.706,-203.547,215.272,5
82533.789,300.449,354.298,344.706,-203.531,215.283,5
82545.883,300.451,354.219,344.386,-203.515,215.272,5
82537.821,300.449,354.219,344.226,-203.547,215.272,5
82541.852,300.445,353.982,343.906,-203.547,215.262,5
82533.789,300.446,354.061,344.066,-203.531,215.262,5
82549.915,300.446,354.061,343.906,-203.564,215.272,5
82545.883,300.449,353.982,344.226,-203.564,215.262,5
82541.852,300.449,353.982,343.745,-203.547,215.283,5
82541.852,300.451,353.982,343.585,-203.531,215.262,5
82537.821,300.448,353.982,343.745,-203.531,215.272,5
82557.978,300.448,354.061,342.945,-203.498,215.272,5
82545.883,300.448,354.061,343.425,-203.531,215.262,5
82545.883,300.448,353.982,343.105,-203.547,215.283,5
82549.915,300.449,353.982,342.785,-203.547,215.262,5
82545.883,300.448,353.982,343.105,-203.531,215.272,5
82537.821,300.448,353.982,343.265,-203.547,215.283,5
82537.821,300.446,353.903,342.785,-203.547,215.283,5
82529.758,300.446,353.745,342.785,-203.531,215.293,5
82545.883,300.449,353.824,342.785,-203.547,215.262,5
82537.821,300.448,353.903,342.625,-203.547,215.303,5
82541.852,300.448,353.982,342.625,-203.531,215.272,5
82545.883,300.446,353.982,342.785,-203.547,215.262,5
82537.821,300.445,354.061,342.785,-203.547,215.283,5
82537.821,300.446,354.061,342.945,-203.531,215.283,5
82537.821,300.446,354.061,342.465,-203.531,215.283,5
82537.821,300.443,354.061,342.625,-203.531,215.272,5
82533.789,300.445,354.061,342.625,-203.531,215.272,5
82549.915,300.443,354.14,342.625,-203.531,215.262,5
82533.789,300.441,354.298,342.465,-203.498,215.283,5
82533.789,300.443,354.219,342.625,-203.531,215.272,5
82529.758,300.445,354.219,342.465,-203.531,215.262,5
82521.695,300.446,354.377,342.465,-203.547,215.262,5
82529.758,300.446,354.377,342.465,-203.531,215.262,5
82533.789,300.443,354.219,342.465,-203.564,215.262,5
82529.758,300.445,354.298,342.305,-203.531,215.272,5
82529.758,300.445,354.298,342.465,-203.564,215.262,5
82525.726,300.443,354.456,342.305,-203.547,215.293,5
82525.726,300.445,354.377,342.465,-203.531,215.272,5
82537.821,300.445,354.693,341.984,-203.547,215.262,5
82533.789,300.446,354.298,342.305,-203.515,215.262,5
82541.852,300.443,354.219,342.465,-203.547,215.272,5
82529.758,300.443,354.456,341.824,-203.515,215.262,5
82529.758,300.445,354.298,341.824,-203.564,215.283,5
82525.726,300.446,354.456,342.305,-203.531,215.272,5
82533.789,300.446,354.456,341.504,-203.547,215.272,5
82529.758,300.448,354.456,341.664,-203.531,215.293,5
82529.758,300.445,354.219,341.344,-203.515,215.283,5
82533.789,300.446,354.377,341.504,-203.547,215.262,5
82529.758,300.446,354.456,341.504,-203.515,215.293,5
82533.789,300.446,354.219,341.184,-203.547,215.262,5
82529.758,300.445,354.298,341.184,-203.531,215.272,5
82529.758,300.446,354.298,341.344,-203.531,215.262,5
82541.852,300.445,354.298,340.704,-203.547,215.272,5
82545.883,300.448,354.219,341.184,-203.531,215.262,5
82537.821,300.449,354.219,341.184,-203.531,215.252,5
82537.821,300.449,354.14,341.024,-203.547,215.252,5
82529.758,300.448,354.061,341.184,-203.515,215.283,5
82537.821,300.448,354.061,341.024,-203.547,215.283,5
82537.821,300.448,353.982,341.184,-203.564,215.272,5
82533.789,300.449,353.903,340.864,-203.498,215.272,5
82537.821,300.448,354.219,341.184,-203.547,215.272,5
82533.789,300.448,354.14,341.024,-203.547,215.283,5
82537.821,300.453,354.14,341.024,-203.531,215.262,5
82533.789,300.445,354.061,341.024,-203.531,215.272,5
82537.821,300.443,354.219,341.024,-203.531,215.283,5
82537.821,300.449,354.298,341.184,-203.547,215.272,5
82529.758,300.446,354.14,341.184,-203.531,215.283,5
82533.789,300.446,354.298,341.024,-203.531,215.283,5
82533.789,300.446,354.535,340.864,-203.531,215.262,5
82541.852,300.446,354.535,341.024,-203.547,215.272,5
82541.852,300.445,354.377,341.024,-203.531,215.272,5
82537.821,300.445,354.535,341.184,-203.547,215.262,5
82541.852,300.446,354.535,341.184,-203.531,215.272,5
82525.726,300.446,354.614,341.184,-203.515,215.272,5
82529.758,300.445,354.693,341.184,-203.547,215.262,5
82545.883,300.446,354.851,341.184,-203.515,215.272,5
82529.758,300.443,354.851,341.344,-203.515,215.272,5
82533.789,300.443,354.851,341.184,-203.515,215.262,5
82533.789,300.445,355.088,341.504,-203.531,215.262,5
82541.852,300.445,355.167,341.504,-203.531,215.262,5
82537.821,300.445,355.167,341.344,-203.547,215.262,5
82529.758,300.438,709.302,649.844,-203.531,215.252,7
82533.789,300.44,709.381,650.164,-203.531,215.262,7
82525.726,300.44,709.302,650.324,-203.531,215.272,7
82529.758,300.443,709.223,650.645,-203.58,215.262,7
82537.821,300.441,709.46,650.484,-203.531,215.272,7
82537.821,300.441,709.46,650.484,-203.547,215.272,7
82525.726,300.44,709.381,650.965,-203.531,215.262,7
82533.789,300.438,709.697,651.125,-203.547,215.293,7
82537.821,300.443,709.618,651.445,-203.547,215.283,7
82537.821,300.435,709.697,651.445,-203.547,215.262,7
82529.758,300.436,709.776,651.285,-203.531,215.252,7
82537.821,300.435,709.776,651.285,-203.547,215.262,7
82525.726,300.44,709.934,651.925,-203.531,215.272,7
82537.821,300.441,710.092,651.605,-203.564,215.262,7
82533.789,300.438,709.855,651.445,-203.531,215.272,7
82529.758,300.44,710.171,651.925,-203.498,215.272,7
82529.758,300.438,710.25,651.765,-203.531,215.262,7
82529.758,300.436,710.408,651.925,-203.515,215.283,7
82533.789,300.438,710.645,651.765,-203.547,215.272,7
82529.758,300.441,710.487,651.765,-203.531,215.283,7
82525.726,300.436,710.724,651.765,-203.531,215.272,7
82533.789,300.438,710.803,651.605,-203.547,215.252,7
82533.789,300.436,710.882,650.965,-203.531,215.283,7
82533.789,300.438,711.041,651.605,-203.547,215.262,7
82521.695,300.433,711.041,651.125,-203.531,215.283,7
82525.726,300.436,711.12,651.125,-203.515,215.283,7
82525.726,300.436,711.199,650.805,-203.531,215.293,7
82529.758,300.436,711.357,650.484,-203.531,215.272,7
82521.695,300.436,711.436,650.484,-203.531,215.272,7
82533.789,300.436,711.436,650.004,-203.547,215.272,7
82533.789,300.436,711.515,649.844,-203.564,215.272,7
82529.758,300.436,711.91,649.364,-203.531,215.272,7
82525.726,300.436,711.752,649.204,-203.531,215.272,7
82541.852,300.433,711.752,649.364,-203.547,215.283,7
82521.695,300.435,711.831,649.044,-203.515,215.252,7
82525.726,300.44,711.989,648.563,-203.515,215.262,7
82525.726,300.44,712.147,648.243,-203.531,215.283,7
82525.726,300.44,712.147,648.083,-203.547,215.283,7
82525.726,300.436,712.384,646.962,-203.547,215.272,7
82525.726,300.438,712.384,647.443,-203.531,215.283,7
82533.789,300.438,712.384,647.283,-203.547,215.272,7
82533.789,300.44,712.621,646.962,-203.547,215.293,7
82525.726,300.438,712.7,646.642,-203.515,215.262,7
82533.789,300.438,712.779,646.482,-203.547,215.252,7
82521.695,300.44,712.7,646.162,-203.515,215.272,7
82525.726,300.44,713.016,646.162,-203.515,215.303,7
82521.695,300.441,713.174,646.002,-203.531,215.272,7
82521.695,300.438,713.174,645.522,-203.564,215.293,7
82525.726,300.436,713.49,645.522,-203.531,215.262,7
82521.695,300.441,713.332,645.682,-203.531,215.272,7
82521.695,300.44,713.569,645.522,-203.547,215.262,7
82529.758,300.438,713.728,645.201,-203.547,215.272,7
82525.726,300.438,713.728,645.201,-203.515,215.283,7
82521.695,300.436,713.886,645.201,-203.531,215.272,7
82529.758,300.435,714.123,645.361,-203.531,215.262,7
82533.789,300.441,714.202,645.201,-203.531,215.283,7
82529.758,300.436,714.36,645.522,-203.547,215.272,7
82541.852,300.438,714.518,645.361,-203.547,215.283,7
82533.789,300.435,714.676,645.201,-203.547,215.262,7
82533.789,300.438,714.755,645.361,-203.531,215.252,7
82537.821,300.435,714.755,645.522,-203.531,215.262,7
82537.821,300.435,714.913,645.842,-203.547,215.272,7
82541.852,300.435,714.992,645.522,-203.547,215.283,7
82529.758,300.438,715.229,645.522,-203.564,215.293,7
82537.821,300.435,715.071,646.002,-203.564,215.272,7
82533.789,300.438,715.229,646.162,-203.531,215.262,7
82537.821,300.436,715.308,646.162,-203.547,215.283,7
82541.852,300.436,715.387,646.002,-203.531,215.283,7
82541.852,300.438,715.387,646.482,-203.547,215.283,7
82537.821,300.436,715.308,646.802,-203.547,215.283,7
82541.852,300.443,715.545,646.642,-203.547,215.252,7
82533.789,300.44,715.466,646.642,-203.531,215.262,7
82537.821,300.441,715.466,646.962,-203.564,215.283,7
82533.789,300.438,715.466,647.283,-203.531,215.283,7
82533.789,300.435,715.624,647.283,-203.531,215.272,7
82533.789,300.435,715.545,647.283,-203.531,215.262,7
82537.821,300.44,715.545,647.603,-203.564,215.283,7
82533.789,300.438,715.466,647.443,-203.564,215.272,7
82537.821,300.438,715.466,647.763,-203.531,215.283,7
82533.789,300.44,715.466,647.923,-203.531,215.283,7
82533.789,300.443,715.308,647.923,-203.547,215.262,7
82525.726,300.438,715.15,647.763,-203.547,215.283,7
82525.726,300.44,715.15,647.763,-203.531,215.272,7
82525.726,300.438,715.15,648.083,-203.531,215.272,7
82529.758,300.44,714.992,647.923,-203.547,215.272,7
82529.758,300.441,715.071,647.763,-203.547,215.262,7
82529.758,300.441,714.755,647.923,-203.547,215.262,7
82521.695,300.443,714.755,647.443,-203.531,215.283,7
82529.758,300.438,714.755,647.763,-203.531,215.272,7
82529.758,300.441,714.518,648.083,-203.547,215.283,7
82529.758,300.443,714.518,647.923,-203.547,215.272,7
82517.664,300.44,714.36,647.923,-203.564,215.293,7
82529.758,300.443,714.123,647.763,-203.547,215.262,7
82525.726,300.441,714.044,648.083,-203.531,215.272,7
82525.726,300.443,714.044,647.763,-203.547,215.272,7
82533.789,300.44,714.044,647.763,-203.515,215.283,7
82529.758,300.445,713.886,647.603,-203.547,215.272,7
82533.789,300.441,713.649,647.923,-203.547,215.262,7
82529.758,300.441,713.807,647.763,-203.515,215.283,7
82525.726,300.44,713.728,647.763,-203.515,215.262,7
82537.821,300.443,713.649,647.763,-203.515,215.262,7
82529.758,300.441,713.728,647.923,-203.531,215.272,7
82537.821,300.441,713.49,647.763,-203.498,215.262,7
82525.726,300.441,713.569,647.923,-203.547,215.272,7
82537.821,300.44,713.49,647.923,-203.515,215.272,7
82533.789,300.441,713.411,647.923,-203.547,215.272,7
82533.789,300.438,713.569,647.763,-203.515,215.272,7
82529.758,300.438,713.411,648.083,-203.515,215.272,7
82537.821,300.441,713.411,648.083,-203.531,215.262,7
82545.883,300.438,713.411,648.403,-203.515,215.272,7
82533.789,300.438,713.49,648.243,-203.515,215.262,7
82537.821,300.441,713.332,648.243,-203.547,215.262,7
82549.915,300.438,713.411,648.083,-203.547,215.262,7
82541.852,300.443,713.49,648.243,-203.531,215.293,7
82541.852,300.44,713.411,648.403,-203.531,215.283,7
82533.789,300.438,713.649,648.723,-203.547,215.262,7
82541.852,300.443,713.728,648.563,-203.531,215.272,7
82537.821,300.436,713.569,648.563,-203.531,215.283,7
82537.821,300.435,713.649,648.563,-203.547,215.262,7
82541.852,300.443,713.728,649.044,-203.515,215.272,7
82537.821,300.438,713.807,649.204,-203.531,215.262,7
82545.883,300.44,713.807,648.884,-203.531,215.272,7
82541.852,300.438,713.728,648.884,-203.515,215.283,7
82537.821,300.435,713.728,648.884,-203.564,215.272,7
82541.852,300.435,713.807,648.884,-203.531,215.283,7
82545.883,300.436,713.728,649.044,-203.58,215.262,7
82541.852,300.438,713.886,648.723,-203.531,215.272,7
82541.852,300.436,713.728,648.884,-203.531,215.262,7
82541.852,300.438,713.965,649.044,-203.547,215.262,7
82537.821,300.433,713.886,648.884,-203.515,215.283,7
82541.852,300.436,713.886,648.403,-203.547,215.262,7
82529.758,300.44,713.807,648.403,-203.547,215.283,7
82517.664,300.436,713.886,648.403,-203.531,215.272,7
82541.852,300.44,713.807,648.403,-203.547,215.283,7
82537.821,300.436,713.728,648.243,-203.531,215.262,7
82529.758,300.438,713.728,648.563,-203.531,215.313,7
82533.789,300.44,713.728,648.243,-203.498,215.272,7
82537.821,300.44,713.807,648.083,-203.547,215.252,7
82529.758,300.441,713.728,647.923,-203.547,215.262,7
82529.758,300.441,713.569,648.243,-203.547,215.262,7
82537.821,300.441,713.728,647.763,-203.58,215.272,7
82529.758,300.44,713.807,647.923,-203.531,215.262,7
82529.758,300.44,713.649,647.603,-203.515,215.283,7
82537.821,300.441,713.569,647.283,-203.564,215.262,7
82533.789,300.438,713.649,647.283,-203.547,215.262,7
82537.821,300.441,714.202,647.283,-203.531,215.283,7
82529.758,300.443,713.728,647.283,-203.531,215.272,7
82533.789,300.441,713.569,646.962,-203.531,215.272,7
82533.789,300.441,713.569,647.283,-203.531,215.293,7
82529.758,300.441,713.569,647.283,-203.515,215.283,7
82537.821,300.441,713.569,647.283,-203.531,215.272,7
82537.821,300.44,713.569,647.122,-203.547,215.272,7
82533.789,300.443,713.49,647.122,-203.547,215.293,7
82537.821,300.441,713.569,647.283,-203.531,215.293,7
82525.726,300.438,713.49,647.283,-203.547,215.262,7
82537.821,300.436,713.569,647.283,-203.547,215.262,7
82529.758,300.441,713.411,647.443,-203.531,215.272,7
82533.789,300.44,713.569,647.443,-203.531,215.272,7
82533.789,300.44,713.411,647.443,-203.531,215.272,7
82541.852,300.44,713.332,647.603,-203.531,215.283,7
82537.821,300.436,713.49,647.763,-203.515,215.283,7
82533.789,300.443,713.332,648.083,-203.547,215.272,7
82541.852,300.438,713.411,648.243,-203.547,215.272,7
82521.695,300.436,713.332,648.563,-203.547,215.283,7
82533.789,300.44,712.858,648.723,-203.547,215.283,7
82537.821,300.438,713.253,648.884,-203.531,215.283,7
82533.789,300.438,713.095,649.204,-203.531,215.283,7
82537.821,300.438,713.095,649.364,-203.564,215.272,7
82533.789,300.438,712.937,649.524,-203.547,215.272,7
82537.821,300.435,713.016,649.524,-203.531,215.303,7
82541.852,300.438,712.858,649.684,-203.564,215.262,7
82537.821,300.436,712.779,650.164,-203.531,215.272,7
82537.821,300.438,712.7,650.484,-203.564,215.283,7
82537.821,300.438,712.621,650.805,-203.515,215.262,7
82533.789,300.44,712.542,650.484,-203.531,215.293,7
82537.821,300.441,712.384,650.965,-203.531,215.272,7
82537.821,300.436,712.463,651.285,-203.531,215.262,7
82541.852,300.44,712.384,651.605,-203.547,215.262,7
82537.821,300.438,712.147,651.765,-203.547,215.283,7
82541.852,300.438,712.305,652.085,-203.547,215.272,7
82537.821,300.438,712.068,651.925,-203.515,215.283,7
82533.789,300.438,711.831,652.245,-203.564,215.272,7
82537.821,300.438,711.831,652.245,-203.547,215.293,7
82533.789,300.44,712.068,652.406,-203.515,215.293,7
82537.821,300.441,711.594,652.726,-203.515,215.272,7
82529.758,300.441,711.989,652.886,-203.531,215.272,7
82537.821,300.44,711.91,653.206,-203.531,215.272,7
82529.758,300.441,711.752,652.886,-203.531,215.272,7
82533.789,300.443,711.831,652.886,-203.531,215.283,7
82537.821,300.443,711.673,653.206,-203.547,215.272,7
82533.789,300.438,711.515,653.046,-203.547,215.272,7
82533.789,300.44,711.831,653.046,-203.531,215.262,7
82529.758,300.443,711.752,653.206,-203.564,215.272,7
82533.789,300.441,711.673,653.206,-203.531,215.272,7
82529.758,300.443,711.752,653.206,-203.531,215.283,7
82525.726,300.438,711.831,653.046,-203.547,215.283,7
82533.789,300.44,711.831,653.046,-203.531,215.272,7
82537.821,300.44,711.831,653.366,-203.531,215.262,7
82529.758,300.441,711.91,653.206,-203.531,215.262,7
82537.821,300.438,712.147,652.886,-203.547,215.293,7
82533.789,300.44,711.989,652.886,-203.531,215.252,7
82529.758,300.441,712.147,653.046,-203.531,215.272,7
82533.789,300.441,712.463,652.726,-203.547,215.272,7
82533.789,300.438,712.305,653.046,-203.531,215.262,7
82529.758,300.44,712.384,652.726,-203.547,215.283,7
82537.821,300.44,712.463,652.886,-203.547,215.283,7
82533.789,300.438,712.621,652.886,-203.547,215.262,7
82529.758,300.44,712.621,652.726,-203.515,215.293,7
82537.821,300.443,712.7,652.886,-203.547,215.283,7
82533.789,300.443,712.937,652.726,-203.531,215.283,7
82525.726,300.438,712.937,652.886,-203.547,215.272,7
82529.758,300.441,713.016,653.046,-203.564,215.262,7
82537.821,300.441,712.937,652.886,-203.547,215.283,7
82529.758,300.443,713.174,653.366,-203.531,215.272,7
82529.758,300.438,713.253,653.046,-203.531,215.262,7
82533.789,300.438,713.332,652.886,-203.531,215.283,7
82537.821,300.441,713.174,653.046,-203.531,215.283,7
82537.821,300.44,713.411,653.206,-203.531,215.262,7
82541.852,300.44,713.332,653.206,-203.531,215.272,7
82533.789,300.436,713.49,652.726,-203.531,215.262,7
82537.821,300.441,713.332,652.886,-203.547,215.283,7
82537.821,300.44,713.253,652.726,-203.515,215.272,7
82537.821,300.44,713.332,653.046,-203.531,215.272,7
82533.789,300.44,713.649,652.886,-203.515,215.272,7
82541.852,300.44,713.332,652.566,-203.498,215.262,7
82537.821,300.443,713.174,652.406,-203.547,215.272,7
82533.789,300.436,713.016,652.566,-203.547,215.262,7
82529.758,300.438,713.095,652.406,-203.531,215.293,7
82521.695,300.438,713.095,652.406,-203.547,215.272,7
82529.758,300.44,712.858,652.245,-203.547,215.272,7
82541.852,300.438,712.858,651.925,-203.515,215.272,7
82521.695,300.435,712.7,651.925,-203.547,215.262,7
82529.758,300.436,712.542,651.765,-203.564,215.272,7
82545.883,300.441,712.463,651.925,-203.515,215.283,7
82537.821,300.438,712.463,651.285,-203.547,215.283,7
82537.821,300.44,712.226,651.445,-203.531,215.262,7
82537.821,300.436,711.831,650.965,-203.531,215.272,7
82533.789,300.44,712.068,650.484,-203.531,215.262,7
82533.789,300.438,711.831,650.484,-203.547,215.262,7
82529.758,300.438,711.752,650.324,-203.531,215.262,7
82537.821,300.44,711.515,650.164,-203.531,215.262,7
82533.789,300.436,711.436,649.844,-203.547,215.272,7
82529.758,300.438,711.278,649.524,-203.531,215.262,7
82541.852,300.435,711.199,649.684,-203.531,215.272,7
82529.758,300.438,711.041,649.524,-203.515,215.262,7
82537.821,300.438,711.12,649.364,-203.531,215.272,7
82537.821,300.436,711.041,649.044,-203.547,215.262,7
82541.852,300.438,710.882,649.204,-203.515,215.272,7
82537.821,300.436,710.803,648.884,-203.547,215.272,7
82537.821,300.436,710.724,649.204,-203.564,215.262,7
82533.789,300.435,710.724,648.563,-203.547,215.283,7
82537.821,300.44,710.803,648.563,-203.531,215.272,7
82533.789,300.436,710.645,648.403,-203.515,215.283,7
82533.789,300.438,710.724,648.723,-203.531,215.272,7
82541.852,300.436,710.566,648.403,-203.531,215.283,7
82537.821,300.436,710.803,648.563,-203.531,215.272,7
82541.852,300.435,710.645,648.563,-203.547,215.262,7
82537.821,300.438,710.803,648.563,-203.515,215.272,7
