%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82545.883,300.436,711.199,650.484,-203.531,215.283,7
82541.852,300.44,711.12,650.004,-203.547,215.272,7
82537.821,300.438,711.199,650.004,-203.531,215.262,7
82537.821,300.44,711.199,649.844,-203.531,215.272,7
82537.821,300.438,710.961,649.844,-203.531,215.293,7
82533.789,300.438,711.199,650.004,-203.547,215.283,7
82533.789,300.441,711.278,649.844,-203.531,215.283,7
82533.789,300.441,710.882,649.844,-203.531,215.283,7
82545.883,300.438,711.041,649.364,-203.531,215.272,7
82537.821,300.436,711.041,649.844,-203.547,215.293,7
82533.789,300.438,710.803,649.524,-203.531,215.262,7
82537.821,300.436,710.882,649.524,-203.498,215.272,7
82533.789,300.44,710.803,649.364,-203.531,215.262,7
82533.789,300.435,710.566,648.884,-203.515,215.293,7
82537.821,300.438,710.487,648.884,-203.531,215.262,7
82537.821,300.436,710.487,648.243,-203.547,215.283,7
82533.789,300.436,710.408,648.403,-203.531,215.272,7
82529.758,300.438,710.408,647.923,-203.547,215.283,7
82529.758,300.441,710.25,647.923,-203.547,215.283,7
82529.758,300.438,710.171,647.443,-203.531,215.262,7
82533.789,300.438,710.013,647.283,-203.531,215.262,7
82541.852,300.435,710.171,646.962,-203.515,215.272,7
82529.758,300.44,710.013,646.962,-203.531,215.262,7
82533.789,300.441,709.934,646.962,-203.531,215.272,7
82525.726,300.435,709.776,646.482,-203.531,215.293,7
82533.789,300.438,709.776,646.322,-203.515,215.293,7
82533.789,300.44,709.855,645.842,-203.531,215.283,7
82533.789,300.441,710.013,645.682,-203.531,215.242,7
82529.758,300.44,709.697,645.522,-203.547,215.272,7
82525.726,300.438,709.618,645.361,-203.531,215.283,7
82529.758,300.44,709.618,645.041,-203.531,215.262,7
82529.758,300.436,709.697,645.041,-203.547,215.293,7
82533.789,300.438,709.855,644.561,-203.531,215.272,7
82529.758,300.438,709.855,644.561,-203.531,215.272,7
82537.821,300.438,709.776,644.561,-203.531,215.272,7
82533.789,300.44,709.776,643.921,-203.531,215.283,7
82541.852,300.436,709.855,644.401,-203.547,215.272,7
82533.789,300.438,710.013,643.921,-203.547,215.283,7
82537.821,300.432,710.25,644.081,-203.531,215.283,7
82533.789,300.438,710.092,643.921,-203.547,215.283,7
82537.821,300.44,710.171,643.12,-203.547,215.283,7
82533.789,300.443,710.25,643.6,-203.547,215.293,7
82541.852,300.441,710.645,643.761,-203.515,215.293,7
82529.758,300.438,710.25,643.44,-203.547,215.272,7
82537.821,300.441,710.487,643.6,-203.515,215.283,7
82533.789,300.44,710.645,643.44,-203.531,215.293,7
82533.789,300.44,710.566,643.761,-203.515,215.272,7
82533.789,300.44,710.724,643.28,-203.547,215.272,7
82537.821,300.438,710.882,643.6,-203.531,215.272,7
82529.758,300.44,710.961,643.44,-203.547,215.293,7
82525.726,300.44,711.12,643.6,-203.515,215.293,7
82529.758,300.443,711.12,643.44,-203.531,215.262,7
82533.789,300.44,711.357,643.6,-203.547,215.293,7
82529.758,300.44,711.278,643.761,-203.564,215.262,7
82533.789,300.44,711.278,643.6,-203.515,215.272,7
82529.758,300.441,711.436,643.761,-203.531,215.262,7
82525.726,300.441,711.357,643.6,-203.547,215.293,7
82529.758,300.44,711.515,643.44,-203.515,215.283,7
82533.789,300.441,711.594,643.761,-203.433,215.272,7
82533.789,300.441,711.594,643.6,-203.515,215.272,7
82537.821,300.438,711.752,643.6,-203.531,215.252,7
82533.789,300.441,711.673,643.44,-203.531,215.272,7
82521.695,300.44,711.752,643.28,-203.515,215.283,7
82525.726,300.438,711.752,643.28,-203.531,215.272,7
82533.789,300.436,711.831,643.6,-203.547,215.272,7
82529.758,300.438,711.831,643.44,-203.531,215.272,7
82533.789,300.441,711.91,643.28,-203.515,215.283,7
82533.789,300.438,711.752,642.96,-203.531,215.293,7
82529.758,300.435,711.91,643.12,-203.547,215.262,7
82529.758,300.446,711.752,643.12,-203.547,215.262,7
82533.789,300.441,711.91,642.96,-203.547,215.252,7
82529.758,300.438,711.752,642.8,-203.531,215.283,7
82537.821,300.435,711.752,642.96,-203.547,215.252,7
82537.821,300.436,711.752,642.64,-203.515,215.252,7
82533.789,300.436,711.594,642.48,-203.564,215.262,7
82541.852,300.435,711.752,642.64,-203.531,215.262,7
82549.915,300.433,711.673,642.8,-203.547,215.283,7
82533.789,300.436,711.436,642.64,-203.531,215.272,7
82537.821,300.438,711.515,642.16,-203.531,215.262,7
82533.789,300.435,711.436,642.48,-203.498,215.293,7
82537.821,300.438,711.357,642.16,-203.547,215.272,7
82537.821,300.435,711.357,642.16,-203.515,215.283,7
82537.821,300.438,711.436,642.32,-203.531,215.272,7
82537.821,300.436,711.278,642.32,-203.531,215.262,7
82545.883,300.436,711.278,642.32,-203.531,215.262,7
82545.883,300.438,711.12,642.16,-203.515,215.272,7
82545.883,300.438,711.12,642.32,-203.531,215.283,7
82545.883,300.436,711.041,642.64,-203.531,215.272,7
82545.883,300.44,710.803,642.32,-203.531,215.252,7
82553.946,300.438,710.724,642.16,-203.564,215.272,7
82545.883,300.44,710.803,642.32,-203.531,215.262,7
82545.883,300.438,710.724,642.48,-203.564,215.252,7
82549.915,300.436,710.645,642.32,-203.547,215.272,7
82545.883,300.436,710.487,642.32,-203.547,215.293,7
82549.915,300.441,710.408,642.48,-203.531,215.272,7
82549.915,300.438,710.408,642.48,-203.564,215.262,7
82545.883,300.438,710.329,642.64,-203.531,215.272,7
82545.883,300.438,710.171,642.64,-203.547,215.272,7
82541.852,300.438,710.171,642.64,-203.515,215.262,7
82541.852,300.44,710.092,642.8,-203.547,215.262,7
82541.852,300.436,710.171,642.8,-203.531,215.272,7
82541.852,300.44,709.855,642.96,-203.531,215.272,7
82541.852,300.438,709.934,642.96,-203.531,215.293,7
82541.852,300.436,709.934,643.44,-203.515,215.272,7
82533.789,300.435,709.934,643.12,-203.531,215.272,7
82533.789,300.438,710.092,643.28,-203.531,215.252,7
82537.821,300.435,710.013,643.44,-203.547,215.272,7
82525.726,300.44,709.855,643.6,-203.531,215.283,7
82525.726,300.441,709.855,643.44,-203.564,215.272,7
82529.758,300.436,709.776,643.6,-203.547,215.293,7
82525.726,300.44,709.776,643.761,-203.531,215.262,7
82525.726,300.44,709.934,643.761,-203.547,215.262,7
82525.726,300.435,709.855,643.921,-203.564,215.272,7
82529.758,300.436,709.934,643.921,-203.547,215.283,7
82525.726,300.435,710.092,644.081,-203.564,215.272,7
82513.632,300.438,709.934,644.241,-203.547,215.272,7
82525.726,300.438,710.013,644.401,-203.515,215.272,7
82521.695,300.438,709.855,644.401,-203.515,215.283,7
82521.695,300.44,710.25,645.041,-203.547,215.283,7
82541.852,300.441,710.25,644.881,-203.531,215.293,7
82529.758,300.44,710.25,645.201,-203.547,215.262,7
82521.695,300.44,710.329,645.041,-203.531,215.283,7
82521.695,300.436,710.171,645.361,-203.531,215.252,7
82525.726,300.438,710.487,645.522,-203.531,215.283,7
82529.758,300.438,710.645,645.522,-203.531,215.283,7
82533.789,300.438,710.566,645.842,-203.531,215.262,7
82533.789,300.436,710.566,645.682,-203.531,215.252,7
82537.821,300.44,710.724,646.002,-203.547,215.293,7
82529.758,300.44,710.724,646.002,-203.515,215.283,7
82529.758,300.44,711.041,646.482,-203.498,215.262,7
82533.789,300.436,710.961,646.482,-203.547,215.272,7
82529.758,300.435,711.041,646.802,-203.531,215.272,7
82533.789,300.436,710.961,646.962,-203.547,215.272,7
82537.821,300.44,710.961,647.283,-203.547,215.283,7
82537.821,300.438,711.12,647.283,-203.498,215.272,7
82533.789,300.438,711.12,647.603,-203.531,215.272,7
82529.758,300.44,711.12,647.763,-203.515,215.262,7
82537.821,300.436,711.278,648.083,-203.531,215.272,7
82537.821,300.44,711.199,648.243,-203.531,215.293,7
82529.758,300.438,711.12,648.243,-203.515,215.252,7
82537.821,300.44,711.199,648.563,-203.547,215.283,7
82537.821,300.441,711.12,648.884,-203.564,215.272,7
82533.789,300.44,711.357,649.044,-203.531,215.272,7
82541.852,300.44,711.199,649.044,-203.515,215.293,7
82537.821,300.445,711.199,649.204,-203.547,215.272,7
82525.726,300.44,711.12,649.364,-203.547,215.262,7
82533.789,300.44,711.041,649.684,-203.531,215.272,7
82529.758,300.438,711.041,649.844,-203.531,215.252,7
82537.821,300.433,711.041,650.164,-203.531,215.272,7
82533.789,300.438,711.12,650.004,-203.547,215.293,7
82537.821,300.44,711.041,650.324,-203.515,215.272,7
82529.758,300.438,710.882,650.324,-203.531,215.283,7
82529.758,300.435,710.882,650.484,-203.547,215.252,7
82533.789,300.438,710.882,650.324,-203.531,215.283,7
82525.726,300.438,711.041,650.805,-203.564,215.272,7
82529.758,300.436,710.803,650.965,-203.498,215.293,7
82533.789,300.443,710.882,650.965,-203.564,215.262,7
82525.726,300.438,710.882,650.645,-203.515,215.262,7
82529.758,300.435,710.724,651.125,-203.564,215.293,7
82533.789,300.436,710.566,650.965,-203.515,215.283,7
82529.758,300.436,710.487,651.125,-203.547,215.293,7
82521.695,300.436,710.645,651.125,-203.547,215.283,7
82525.726,300.44,710.724,651.605,-203.531,215.283,7
82529.758,300.435,710.803,651.445,-203.531,215.262,7
82525.726,300.435,710.566,651.445,-203.547,215.283,7
82529.758,300.436,710.645,651.605,-203.547,215.283,7
82505.569,300.436,710.724,651.445,-203.515,215.272,7
82525.726,300.435,710.645,651.605,-203.531,215.283,7
82525.726,300.436,710.803,651.765,-203.564,215.283,7
82521.695,300.435,710.645,652.245,-203.547,215.272,7
82525.726,300.433,710.645,651.605,-203.531,215.262,7
82533.789,300.435,710.803,652.085,-203.547,215.272,7
82525.726,300.432,710.803,652.245,-203.547,215.272,7
82521.695,300.435,710.882,652.566,-203.531,215.272,7
82525.726,300.436,710.961,652.406,-203.564,215.283,7
82533.789,300.433,710.961,652.726,-203.531,215.283,7
82525.726,300.435,710.961,652.886,-203.515,215.262,7
82529.758,300.432,711.12,653.526,-203.547,215.283,7
82529.758,300.438,711.199,653.206,-203.531,215.293,7
82533.789,300.443,711.278,653.206,-203.547,215.283,7
82529.758,300.436,711.199,653.366,-203.531,215.272,7
82537.821,300.436,711.436,653.846,-203.515,215.262,7
82533.789,300.438,711.515,653.526,-203.515,215.272,7
82537.821,300.436,711.594,654.006,-203.531,215.272,7
82537.821,300.438,711.594,653.846,-203.564,215.272,7
82529.758,300.438,711.752,654.006,-203.531,215.283,7
82533.789,300.44,711.91,654.167,-203.515,215.262,7
82541.852,300.436,711.91,654.167,-203.515,215.293,7
82537.821,300.44,711.989,654.647,-203.498,215.272,7
82537.821,300.438,712.068,654.807,-203.515,215.262,7
82537.821,300.438,711.989,654.807,-203.515,215.262,7
82533.789,300.44,712.226,654.487,-203.515,215.242,7
82521.695,300.44,712.384,654.807,-203.58,215.272,7
82537.821,300.44,712.305,654.647,-203.531,215.283,7
82537.821,300.44,712.463,654.487,-203.531,215.283,7
82533.789,300.438,712.463,654.807,-203.547,215.283,7
82529.758,300.44,712.621,654.647,-203.531,215.283,7
82529.758,300.44,712.779,654.967,-203.547,215.272,7
82533.789,300.441,712.779,654.807,-203.547,215.272,7
82537.821,300.438,713.016,654.967,-203.531,215.283,7
82533.789,300.443,713.016,655.127,-203.547,215.283,7
82529.758,300.443,713.016,654.807,-203.515,215.272,7
82529.758,300.443,713.095,654.807,-203.531,215.283,7
82533.789,300.438,713.332,654.807,-203.515,215.272,7
82529.758,300.441,713.253,654.807,-203.531,215.262,7
82525.726,300.441,713.332,654.487,-203.515,215.272,7
82529.758,300.44,713.332,654.487,-203.531,215.293,7
82529.758,300.44,713.332,654.487,-203.547,215.283,7
82525.726,300.441,713.411,654.327,-203.547,215.262,7
82529.758,300.44,713.411,654.487,-203.564,215.262,7
82525.726,300.44,713.569,654.167,-203.547,215.262,7
82529.758,300.438,713.807,654.327,-203.515,215.283,7
82529.758,300.441,713.886,654.006,-203.547,215.272,7
82525.726,300.44,713.728,654.006,-203.531,215.283,7
82533.789,300.438,713.807,654.327,-203.531,215.262,7
82525.726,300.438,713.728,653.846,-203.531,215.272,7
82529.758,300.436,713.807,653.846,-203.515,215.283,7
82529.758,300.436,713.965,654.006,-203.531,215.272,7
82525.726,300.438,713.728,654.006,-203.531,215.272,7
82533.789,300.436,713.807,653.846,-203.531,215.283,7
82533.789,300.436,713.807,653.686,-203.531,215.262,7
82529.758,300.438,713.886,654.006,-203.531,215.272,7
82525.726,300.435,713.965,654.006,-203.498,215.283,7
82529.758,300.433,713.886,653.686,-203.547,215.272,7
82525.726,300.443,713.886,653.846,-203.515,215.272,7
82517.664,300.435,713.886,653.846,-203.531,215.283,7
82525.726,300.436,713.886,653.846,-203.531,215.272,7
82529.758,300.435,713.886,653.686,-203.547,215.272,7
82537.821,300.433,714.518,633.194,-203.515,215.272,7
82541.852,300.433,714.755,633.194,-203.531,215.272,7
82541.852,300.435,714.597,633.515,-203.547,215.272,7
82541.852,300.433,714.597,633.995,-203.547,215.252,7
82541.852,300.432,714.597,633.675,-203.547,215.272,7
82545.883,300.433,714.439,633.835,-203.564,215.272,7
82537.821,300.436,714.518,634.475,-203.564,215.262,7
82545.883,300.435,714.439,634.635,-203.515,215.293,7
82537.821,300.436,714.518,634.315,-203.531,215.283,7
82541.852,300.446,714.518,634.475,-203.531,215.272,7
82541.852,300.438,714.36,634.795,-203.531,215.262,7
82549.915,300.435,714.36,634.955,-203.515,215.283,7
82545.883,300.435,714.202,634.795,-203.531,215.272,7
82537.821,300.433,714.281,634.635,-203.547,215.252,7
82537.821,300.441,714.202,634.955,-203.547,215.272,7
82537.821,300.433,714.439,635.115,-203.547,215.272,7
82545.883,300.435,714.36,635.436,-203.531,215.272,7
82541.852,300.441,714.202,635.276,-203.547,215.272,7
82533.789,300.432,714.202,635.436,-203.564,215.272,7
82545.883,300.433,714.123,635.596,-203.547,215.242,7
82537.821,300.435,714.281,635.596,-203.564,215.272,7
82537.821,300.435,714.281,635.596,-203.531,215.262,7
82537.821,300.432,714.123,635.596,-203.531,215.272,7
82537.821,300.435,714.123,635.436,-203.547,215.262,7
82533.789,300.433,714.044,635.596,-203.547,215.272,7
82533.789,300.432,713.886,635.276,-203.531,215.283,7
82529.758,300.432,714.044,635.596,-203.515,215.262,7
82533.789,300.432,713.886,635.436,-203.564,215.272,7
82529.758,300.433,713.886,635.436,-203.564,215.272,7
82529.758,300.433,713.49,635.596,-203.531,215.262,7
82537.821,300.432,713.807,635.596,-203.531,215.262,7
82529.758,300.432,713.807,635.276,-203.547,215.242,7
82537.821,300.432,713.807,635.596,-203.515,215.283,7
82529.758,300.432,713.569,635.276,-203.547,215.262,7
82529.758,300.432,713.728,635.436,-203.547,215.272,7
82537.821,300.432,713.728,635.436,-203.547,215.272,7
82537.821,300.433,713.649,635.276,-203.531,215.272,7
82537.821,300.432,713.807,635.436,-203.547,215.283,7
82533.789,300.432,713.728,635.436,-203.531,215.262,7
82533.789,300.432,713.569,635.115,-203.531,215.262,7
82529.758,300.432,713.728,635.115,-203.547,215.283,7
82529.758,300.432,713.728,634.795,-203.547,215.262,7
82529.758,300.43,713.807,634.955,-203.531,215.272,7
82529.758,300.432,713.807,634.955,-203.564,215.272,7
82537.821,300.433,713.965,634.955,-203.531,215.283,7
82541.852,300.432,713.886,634.795,-203.547,215.252,7
82541.852,300.433,713.728,635.115,-203.531,215.272,7
82537.821,300.433,713.807,634.955,-203.498,215.272,7
82541.852,300.433,713.886,634.635,-203.515,215.283,7
82541.852,300.432,714.044,634.635,-203.547,215.272,7
82549.915,300.43,714.044,634.955,-203.564,215.272,7
82537.821,300.435,714.123,634.795,-203.515,215.283,7
82541.852,300.438,714.123,634.795,-203.531,215.272,7
82533.789,300.432,714.281,634.795,-203.531,215.252,7
82549.915,300.432,714.518,634.955,-203.498,215.262,7
82549.915,300.435,714.518,634.795,-203.531,215.272,7
82545.883,300.433,714.597,634.795,-203.531,215.272,7
82549.915,300.436,714.676,634.795,-203.515,215.262,7
82541.852,300.433,714.755,635.115,-203.547,215.272,7
82553.946,300.433,714.755,634.795,-203.515,215.283,7
82549.915,300.432,714.913,634.475,-203.531,215.272,7
82541.852,300.432,715.071,634.635,-203.531,215.293,7
82545.883,300.428,715.15,634.475,-203.531,215.272,7
82537.821,300.435,715.229,634.955,-203.515,215.283,7
82553.946,300.432,715.387,634.795,-203.515,215.283,7
82549.915,300.436,715.15,634.635,-203.515,215.272,7
82549.915,300.433,715.387,634.795,-203.515,215.283,7
82549.915,300.433,715.466,635.276,-203.547,215.272,7
82549.915,300.433,715.624,635.115,-203.547,215.262,7
82541.852,300.433,715.545,635.276,-203.547,215.252,7
82541.852,300.432,715.624,635.115,-203.531,215.272,7
82541.852,300.432,715.703,635.276,-203.547,215.283,7
82541.852,300.433,715.229,635.436,-203.547,215.272,7
82541.852,300.428,715.624,635.596,-203.547,215.262,7
82541.852,300.432,715.624,635.756,-203.547,215.283,7
82541.852,300.433,715.624,635.916,-203.564,215.262,7
82541.852,300.432,715.703,635.916,-203.547,215.262,7
82533.789,300.435,715.782,636.076,-203.547,215.262,7
82537.821,300.432,715.703,636.236,-203.547,215.262,7
82525.726,300.433,715.703,636.396,-203.531,215.272,7
82529.758,300.432,715.782,636.236,-203.547,215.283,7
82529.758,300.432,715.624,636.556,-203.531,215.272,7
82533.789,300.43,715.703,637.037,-203.547,215.262,7
82529.758,300.435,715.624,636.556,-203.547,215.242,7
82529.758,300.433,715.466,636.716,-203.531,215.272,7
82525.726,300.432,715.466,636.716,-203.515,215.283,7
82533.789,300.432,715.229,637.037,-203.564,215.242,7
82529.758,300.43,715.308,637.037,-203.564,215.252,7
82525.726,300.432,715.308,636.876,-203.531,215.283,7
82529.758,300.432,715.15,637.037,-203.547,215.272,7
82545.883,300.433,715.15,637.197,-203.531,215.262,7
82533.789,300.432,714.913,637.197,-203.547,215.283,7
82533.789,300.433,714.834,636.876,-203.547,215.293,7
82525.726,300.433,714.676,637.197,-203.515,215.293,7
82525.726,300.433,714.676,637.037,-203.531,215.262,7
82529.758,300.433,714.439,636.876,-203.547,215.252,7
82529.758,300.432,714.518,637.037,-203.547,215.272,7
82533.789,300.435,714.36,636.876,-203.531,215.262,7
82525.726,300.433,714.36,636.876,-203.531,215.262,7
82537.821,300.435,714.281,636.876,-203.547,215.262,7
82541.852,300.435,714.202,636.716,-203.515,215.283,7
82537.821,300.433,714.123,636.396,-203.531,215.272,7
82537.821,300.44,713.965,636.396,-203.547,215.283,7
82537.821,300.436,713.965,636.396,-203.547,215.252,7
82537.821,300.436,713.886,636.396,-203.515,215.272,7
82541.852,300.44,713.886,635.916,-203.547,215.283,7
82537.821,300.438,713.728,635.916,-203.547,215.283,7
82541.852,300.438,713.807,635.756,-203.531,215.293,7
82549.915,300.436,713.649,635.436,-203.515,215.272,7
82549.915,300.44,713.807,635.756,-203.515,215.283,7
82553.946,300.435,713.807,635.115,-203.531,215.262,7
82541.852,300.44,713.728,635.276,-203.547,215.293,7
82541.852,300.438,713.807,635.115,-203.531,215.262,7
82541.852,300.436,713.728,635.115,-203.547,215.283,7
82549.915,300.438,713.728,634.795,-203.531,215.272,7
82549.915,300.435,713.728,634.795,-203.564,215.262,7
82545.883,300.441,713.807,634.315,-203.531,215.262,7
82537.821,300.438,713.807,633.995,-203.515,215.262,7
82545.883,300.438,713.886,634.315,-203.531,215.252,7
82541.852,300.435,713.965,633.675,-203.547,215.272,7
82545.883,300.436,713.807,633.675,-203.498,215.272,7
82545.883,300.435,714.044,633.675,-203.515,215.262,7
82537.821,300.435,714.123,634.155,-203.547,215.262,7
82545.883,300.435,714.123,633.515,-203.531,215.272,7
82549.915,300.436,714.202,633.515,-203.531,215.283,7
82537.821,300.435,714.36,633.515,-203.531,215.252,7
82549.915,300.438,714.281,633.194,-203.547,215.262,7
82537.821,300.435,714.281,633.515,-203.58,215.283,7
82537.821,300.432,714.281,633.354,-203.531,215.293,7
82537.821,300.433,714.439,633.194,-203.531,215.262,7
82537.821,300.435,714.439,633.515,-203.531,215.252,7
82533.789,300.435,714.676,633.194,-203.531,215.262,7
82529.758,300.435,714.597,633.194,-203.547,215.293,7
82529.758,300.433,714.597,633.354,-203.547,215.262,7
82521.695,300.435,714.518,633.194,-203.515,215.262,7
82537.821,300.432,714.676,633.034,-203.531,215.293,7
82529.758,300.433,714.597,633.194,-203.498,215.283,7
82533.789,300.432,714.597,633.194,-203.564,215.272,7
82533.789,300.432,714.676,633.194,-203.531,215.272,7
82529.758,300.432,714.834,633.515,-203.547,215.272,7
82533.789,300.433,714.676,633.194,-203.564,215.252,7
82533.789,300.432,714.597,633.515,-203.547,215.272,7
82533.789,300.433,714.597,633.194,-203.531,215.252,7
82529.758,300.433,714.676,633.194,-203.547,215.283,7
82529.758,300.433,714.676,633.515,-203.531,215.283,7
82529.758,300.435,714.834,633.515,-203.547,215.272,7
82529.758,300.433,714.834,633.515,-203.547,215.272,7
82525.726,300.43,714.755,633.675,-203.547,215.272,7
82529.758,300.435,714.834,633.515,-203.547,215.283,7
82537.821,300.433,714.913,633.194,-203.531,215.283,7
82533.789,300.433,714.834,633.515,-203.515,215.272,7
82533.789,300.436,714.992,633.354,-203.515,215.272,7
82533.789,300.435,714.992,633.354,-203.564,215.272,7
82545.883,300.435,714.992,633.194,-203.531,215.262,7
82533.789,300.435,715.071,633.194,-203.515,215.272,7
82533.789,300.432,715.15,632.874,-203.547,215.262,7
82533.789,300.435,715.15,633.034,-203.498,215.272,7
82529.758,300.436,715.229,632.554,-203.498,215.293,7
82533.789,300.433,715.308,632.874,-203.531,215.283,7
82537.821,300.433,715.387,632.554,-203.515,215.262,7
82533.789,300.435,715.387,632.394,-203.531,215.272,7
82525.726,300.433,715.466,632.074,-203.482,215.293,7
82529.758,300.435,715.624,631.753,-203.547,215.262,7
82541.852,300.435,715.703,632.234,-203.531,215.272,7
82537.821,300.435,716.019,632.074,-203.547,215.293,7
82533.789,300.432,716.098,631.753,-203.531,215.272,7
82533.789,300.436,716.019,631.433,-203.564,215.262,7
82537.821,300.435,716.178,631.593,-203.531,215.272,7
82533.789,300.433,716.494,631.273,-203.531,215.272,7
82541.852,300.433,716.415,631.433,-203.547,215.272,7
82537.821,300.436,716.652,631.433,-203.531,215.283,7
82533.789,300.432,716.731,631.113,-203.515,215.262,7
82533.789,300.435,716.81,631.273,-203.531,215.262,7
82533.789,300.433,717.126,630.953,-203.547,215.272,7
82525.726,300.435,717.205,630.633,-203.547,215.262,7
82533.789,300.436,717.363,630.473,-203.547,215.283,7
82537.821,300.435,717.679,630.633,-203.531,215.252,7
82537.821,300.428,717.679,630.473,-203.531,215.272,7
82533.789,300.436,717.758,630.473,-203.531,215.272,7
82537.821,300.433,717.995,630.313,-203.531,215.272,7
82525.726,300.435,717.995,630.473,-203.515,215.272,7
82521.695,300.433,718.074,630.633,-203.515,215.262,7
82537.821,300.432,718.074,630.313,-203.564,215.293,7
82533.789,300.435,718.39,630.313,-203.547,215.262,7
82533.789,300.433,718.39,630.313,-203.547,215.293,7
82537.821,300.435,718.627,630.633,-203.547,215.283,7
82537.821,300.43,718.548,630.793,-203.547,215.283,7
82529.758,300.433,718.786,630.953,-203.531,215.272,7
82537.821,300.433,718.865,631.273,-203.564,215.262,7
82533.789,300.435,718.786,631.593,-203.564,215.272,7
82533.789,300.435,718.865,631.273,-203.564,215.272,7
82541.852,300.436,719.102,631.433,-203.531,215.283,7
82537.821,300.436,719.023,631.753,-203.531,215.262,7
82545.883,300.435,719.102,631.914,-203.58,215.293,7
82533.789,300.435,719.023,632.074,-203.531,215.272,7
82525.726,300.435,719.102,632.554,-203.547,215.272,7
82533.789,300.436,719.181,632.554,-203.531,215.272,7
82537.821,300.435,719.023,632.874,-203.531,215.293,7
82541.852,300.436,719.26,633.034,-203.515,215.283,7
82537.821,300.436,719.181,632.874,-203.531,215.272,7
82533.789,300.436,719.102,633.515,-203.531,215.283,7
82537.821,300.435,719.023,633.515,-203.515,215.283,7
82537.821,300.436,719.023,633.995,-203.547,215.283,7
82537.821,300.433,719.181,634.315,-203.531,215.262,7
82529.758,300.436,719.023,634.475,-203.564,215.283,7
82533.789,300.435,718.944,634.315,-203.564,215.272,7
82537.821,300.432,719.023,634.795,-203.547,215.262,7
82541.852,300.436,718.944,635.115,-203.547,215.262,7
82525.726,300.436,718.944,635.115,-203.531,215.252,7
82533.789,300.433,718.944,635.596,-203.531,215.272,7
82529.758,300.432,719.26,635.596,-203.531,215.272,7
82533.789,300.436,718.944,636.076,-203.531,215.283,7
82541.852,300.436,718.865,636.236,-203.58,215.272,7
82537.821,300.433,718.865,636.556,-203.531,215.262,7
82517.664,300.43,718.786,636.716,-203.547,215.262,7
82529.758,300.432,718.944,637.517,-203.547,215.272,7
82533.789,300.433,718.865,637.517,-203.564,215.262,7
82529.758,300.436,718.786,637.357,-203.515,215.283,7
82529.758,300.43,718.627,637.677,-203.58,215.272,7
82533.789,300.435,718.786,638.958,-203.547,215.283,7
82533.789,300.43,718.786,638.317,-203.547,215.272,7
82529.758,300.432,718.706,638.798,-203.531,215.272,7
82525.726,300.432,718.944,639.118,-203.515,215.272,7
82529.758,300.428,718.865,639.438,-203.515,215.283,7
82525.726,300.43,718.865,639.758,-203.547,215.293,7
82537.821,300.428,718.786,639.918,-203.547,215.262,7
82537.821,300.432,718.786,640.078,-203.547,215.283,7
82529.758,300.428,718.786,640.559,-203.515,215.293,7
82525.726,300.428,718.944,640.719,-203.547,215.262,7
82533.789,300.424,718.706,640.879,-203.531,215.262,7
82533.789,300.432,718.786,641.359,-203.531,215.272,7
82533.789,300.43,718.865,642.16,-203.547,215.262,7
82533.789,300.43,718.786,641.999,-203.547,215.262,7
82537.821,300.432,718.706,642.16,-203.531,215.283,7
82541.852,300.43,718.627,642.32,-203.547,215.283,7
82533.789,300.43,718.627,642.32,-203.547,215.272,7
82541.852,300.433,718.706,642.96,-203.547,215.272,7
82541.852,300.433,718.706,643.12,-203.515,215.272,7
82533.789,300.43,718.39,642.96,-203.58,215.283,7
82533.789,300.432,718.39,643.6,-203.531,215.272,7
82537.821,300.435,718.39,643.44,-203.515,215.262,7
82537.821,300.428,718.311,643.44,-203.547,215.272,7
82537.821,300.435,718.232,643.12,-203.515,215.262,7
82537.821,300.435,718.311,643.44,-203.564,215.272,7
82537.821,300.436,718.074,643.6,-203.531,215.272,7
82541.852,300.435,718.153,643.921,-203.547,215.283,7
82537.821,300.433,717.995,643.761,-203.515,215.272,7
82541.852,300.432,717.916,643.761,-203.531,215.272,7
82541.852,300.436,717.916,643.761,-203.564,215.262,7
82537.821,300.435,717.916,643.6,-203.531,215.272,7
82541.852,300.435,717.679,643.44,-203.515,215.272,7
82541.852,300.436,717.6,643.44,-203.547,215.283,7
82533.789,300.433,717.521,643.44,-203.531,215.252,7
82541.852,300.432,717.442,643.44,-203.531,215.272,7
82533.789,300.432,717.284,643.12,-203.515,215.272,7
82541.852,300.435,717.205,643.28,-203.531,215.262,7
82541.852,300.432,717.047,642.96,-203.515,215.262,7
82545.883,300.433,717.363,643.12,-203.498,215.262,7
82533.789,300.433,717.047,642.8,-203.547,215.272,7
82541.852,300.435,717.047,642.16,-203.498,215.272,7
82541.852,300.435,717.047,642.32,-203.547,215.262,7
82537.821,300.428,716.889,642.8,-203.531,215.262,7
82533.789,300.433,717.047,642.48,-203.515,215.293,7
82533.789,300.432,716.968,642.48,-203.515,215.262,7
82529.758,300.432,716.81,642.64,-203.515,215.262,7
82533.789,300.433,716.81,642.48,-203.564,215.252,7
82525.726,300.433,716.652,642.32,-203.531,215.272,7
82529.758,300.43,716.652,642.32,-203.531,215.272,7
